Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Status,Created,Custom field (Equipe Dédiée),Custom field (Criticité),Custom field (Eng. Documentation),Custom field (Engagement DIAGNOSTIC),Custom field (Engagement CR),Custom field (Engagement TEST),Custom field (Eng. TEST Supplémentaire),Custom field (Eng. Vérification données),Custom field (Eng. Test P3),Custom field (Eng. Test P2),Custom field (Eng. Test P1),Custom field (Team),Σ Remaining Estimate,Σ Original Estimate,Custom field (Estimation Test),Remaining Estimate,Original estimate,Resolved,Custom field (Story point estimate),Custom field (Story Points),Custom field (Development),Custom field (Eng. Développement P1),Custom field (Eng. Développement P2),Custom field (Eng. Développement P3),Custom field (Engagement DÉVELOPPEMENT),Custom field (Provoqué Par),Custom field (Provoqué Par)Id,Custom field (Scope),Reporter,Reporter Id
Support,AWA-11645,55120,[UAE] : Forçage grade vers 3 / AE784199891048441,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,23/Oct/25 12:55 PM,équipe support et maintenance,,,,10,,,,,,,,1800,1800,0,1800,1800,27/Oct/25 12:41 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-23T15:12:57.995+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,20,,,Demandes support récurrentes,Habib Dhahak,602996a97b23f40068416aa1
Bug,AWA-11640,55098,[Bonus Box] Partenaire : Tri mal appliqué dans la list des activités,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,21/Oct/25 4:57 PM,équipe support et maintenance,,,,5,,,,,,,,3600,3600,,3600,3600,26/Nov/25 10:35 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-11-26T10:07:52.860+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,40,,,Bonus Box,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11637,55090,[UAE] : Forçage grade vers 3 / AE748199787990615,Amal Ben Nasr,712020:a432fe54-e509-42f3-96e2-f693f2036c5e,Déployé,21/Oct/25 9:40 AM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,21/Oct/25 3:44 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-21T12:04:59.504+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-11636,55089,"[UAE] Mise à jour des adresses de livraison pour pays= UAE / Suppression adresse ""PHILIPPINES""",Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Déployé,20/Oct/25 4:46 PM,équipe support et maintenance,,,,5,,,,,,,,14400,14400,,14400,14400,22/Oct/25 11:03 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-10-22T10:55:25.861+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,240,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Story,AWA-11635,55087,[BonusBox] Injection des crédits conseillers via fichier Excel et ajustement automatique du Cashbox,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,20/Oct/25 2:26 PM,équipe support et maintenance,,,,5,,,,,,,,79200,79200,,79200,79200,09/Jan/26 4:17 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=3}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":3,""lastUpdated"":""2025-11-20T12:10:59.656+0100"",""stateCount"":3,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,2055,,,Bonus Box,RIADH REZIG,557058:8923b8db-d348-4312-899b-d627ba94cfed
Story,AWA-11634,55086,[BonusBox] Mise en place du Journal d’audit financier,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Déployé,20/Oct/25 2:07 PM,équipe support et maintenance,,,,5h,,,,,,,,144000,144000,,144000,144000,13/Jan/26 8:14 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=3}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":3,""lastUpdated"":""2025-11-14T16:04:16.810+0100"",""stateCount"":3,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,2300,,,Bonus Box,RIADH REZIG,557058:8923b8db-d348-4312-899b-d627ba94cfed
Story,AWA-11633,55085,[BonusBox] Gestion des remboursements,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,20/Oct/25 1:55 PM,équipe support et maintenance,,,,5,,,,,,,,43200,43200,,43200,43200,09/Jan/26 4:16 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-11T11:52:18.093+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,970,,,Bonus Box,RIADH REZIG,557058:8923b8db-d348-4312-899b-d627ba94cfed
Bug,AWA-11632,55083,[Partenaire] : Les flèches de navigation de la courbe d’évolution des activités ne fonctionnent pas,Wael Dghaies,6149e14a72728e006f96a35e,Terminé,20/Oct/25 12:43 PM,équipe support et maintenance,,,10,5,10,,,,,,,3600,3600,,3600,3600,28/Oct/25 8:16 AM,,,"{pullrequest={dataType=pullrequest, state=DECLINED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-23T11:37:47.692+0100"",""stateCount"":1,""state"":""DECLINED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,60,Wael Dghaies,6149e14a72728e006f96a35e,Mettre en place un Wallet pour que les partenaires gèrent leurs gains et fassent des retraits.,Nourhen Landolsi,5a82bd98a08cc5310a6c8aac
Story,AWA-11631,55082,[BonusBox] Génération automatique des états de virement,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,20/Oct/25 12:39 PM,équipe support et maintenance,,,,30m,,,,,,,,144000,144000,,144000,144000,03/Feb/26 10:41 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=19}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":19,""lastUpdated"":""2025-12-05T17:44:53.631+0100"",""stateCount"":19,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":19,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,5895,,,Bonus Box,RIADH REZIG,557058:8923b8db-d348-4312-899b-d627ba94cfed
Bug,AWA-11628,55080,[Partenaire]:Incohérence des primes dans la courbe d’évolution des activités,Wael Dghaies,6149e14a72728e006f96a35e,Terminé,20/Oct/25 11:53 AM,équipe support et maintenance,🔴 Critique,,15,5,15,,,,,,,7200,7200,,7200,7200,28/Oct/25 8:15 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-24T16:36:49.413+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,110,Wael Dghaies,6149e14a72728e006f96a35e,Mettre en place un Wallet pour que les partenaires gèrent leurs gains et fassent des retraits.,Nourhen Landolsi,5a82bd98a08cc5310a6c8aac
Story,AWA-11627,55078,[BonusBox] Mise en place d’une visite guidée pour le Cashbox,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Déployé,20/Oct/25 11:43 AM,équipe support et maintenance,,,,30m,,,,,,,,21600,21600,,21600,21600,28/Jan/26 2:19 PM,,,"{repository={count=3, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":3,""lastUpdated"":""2025-11-24T11:11:41.000+0100"",""dataType"":""repository""},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,5h,,,Bonus Box,RIADH REZIG,557058:8923b8db-d348-4312-899b-d627ba94cfed
Support,AWA-11626,55069,[Ly][Libye] : Annulation Etat reçu /envoyé facture libyenne ,Amal Ben Nasr,712020:a432fe54-e509-42f3-96e2-f693f2036c5e,Déployé,20/Oct/25 8:19 AM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,20/Oct/25 2:35 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-20T12:55:50.686+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11624,55057,[Tunisie] : Suppression chèque 70% pour staff,Amal Ben Nasr,712020:a432fe54-e509-42f3-96e2-f693f2036c5e,Déployé,18/Oct/25 10:25 AM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,22/Oct/25 8:38 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-21T11:11:23.761+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Improvement,AWA-11621,55049,[PROD] [LY] Activation du SMSing en Libye,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,17/Oct/25 4:24 PM,équipe support et maintenance,,,,5,,,,,,,,1800,1800,,1800,1800,21/Oct/25 10:28 AM,,,{},,,,30,,,SMSing (Libye),Habib Dhahak,602996a97b23f40068416aa1
Support,AWA-11620,55047,[PROD] [Tunisie] Import promo / Mystery Trading Day's 20 au 25 Octobre 2025,Ichraf Moula,557058:7e9bddf5-d3f4-4d98-8472-c5462d54b4a4,Terminé,17/Oct/25 3:00 PM,équipe support et maintenance,,,,5,,,,,,,,1800,1800,,1800,1800,21/Oct/25 9:08 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-17T16:32:01.434+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,20,,,Demandes support récurrentes,Habib Dhahak,602996a97b23f40068416aa1
Sentry Task,AWA-11618,55042,"ErrorException: Attempt to read property ""code"" on null",Ichraf Moula,557058:7e9bddf5-d3f4-4d98-8472-c5462d54b4a4,En cours,17/Oct/25 10:53 AM,équipe support et maintenance,,,,,,,,,,,,10800,10800,,10800,10800,,,,"{pullrequest={dataType=pullrequest, state=DECLINED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-01-08T15:57:23.927+0100"",""stateCount"":1,""state"":""DECLINED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,150,,,,Ichraf Moula,557058:7e9bddf5-d3f4-4d98-8472-c5462d54b4a4
Technical Task,AWA-11617,55041,Identifier et résoudre les requêtes SQL lentes ainsi que les problèmes de requêtes N+1 dans le module Cashbox,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,17/Oct/25 10:52 AM,équipe support et maintenance,,,,10,,,,,,,,28800,28800,,28800,28800,27/Oct/25 8:33 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-24T16:36:19.592+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,870m,,,Mettre en place un Wallet pour que les partenaires gèrent leurs gains et fassent des retraits.,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e
Bug,AWA-11615,55039,[Partenaire] :Problème de responsive du chart d’activité,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,17/Oct/25 9:18 AM,équipe support et maintenance,,,,10,15,,,,,,,5400,5400,,5400,5400,21/Oct/25 11:04 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-17T16:48:39.868+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,40,Wael Dghaies,6149e14a72728e006f96a35e,Mettre en place un Wallet pour que les partenaires gèrent leurs gains et fassent des retraits.,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6
Technical Task,AWA-11614,55038,Synchronisation de la branche amwal pay et tests dans l’environnement stakeholders,Ichraf Moula,557058:7e9bddf5-d3f4-4d98-8472-c5462d54b4a4,Déployé,17/Oct/25 8:12 AM,équipe support et maintenance,,,,0,,,,,,,,10800,10800,52,10800,10800,24/Oct/25 10:58 AM,,,{},,,,180,,,Lancement nouveau pays - Oman,Ichraf Moula,557058:7e9bddf5-d3f4-4d98-8472-c5462d54b4a4
Support,AWA-11613,55034,[Oman] : Ajout banque en OMAN,Amal Ben Nasr,712020:a432fe54-e509-42f3-96e2-f693f2036c5e,Déployé,16/Oct/25 3:33 PM,équipe support et maintenance,,,,5,,,,,,,,1800,1800,,1800,1800,17/Oct/25 2:51 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-17T12:57:41.445+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15m,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11612,55033,[Oman] Mise à jour de l'adresse de livraison/ Ajout Villes pour région de Muscat,Ichraf Moula,557058:7e9bddf5-d3f4-4d98-8472-c5462d54b4a4,Terminé,16/Oct/25 3:14 PM,équipe support et maintenance,,,,0,,,,,,,,1500,1500,,1500,1500,18/Oct/25 8:11 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-17T10:37:24.707+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,25,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Improvement,AWA-11606,55020,[Algérie] Annuler les privilèges d'admin du DZ104545858 sur helpdesk,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,16/Oct/25 8:29 AM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,16/Oct/25 10:04 AM,,,{},,,,15,,,Demandes support récurrentes,Habib Dhahak,602996a97b23f40068416aa1
Improvement,AWA-11604,55013,[Libye] Ajout d’options / Virement-Versement,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,15/Oct/25 2:34 PM,équipe support et maintenance,,,,15,,,,,,,,18000,18000,,18000,18000,21/Oct/25 10:36 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-22T16:15:18.607+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,400,,,Amélioration l'action changement de mode de paiement,Habib Dhahak,602996a97b23f40068416aa1
Improvement,AWA-11601,55005,Transformation de “Demande de retrait” en “Configuration de la réception des bonus”,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,15/Oct/25 2:58 AM,équipe support et maintenance,,,,30m,,,,,,,,64800,64800,,64800,64800,23/Jan/26 1:49 PM,,,"{pullrequest={dataType=pullrequest, state=DECLINED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-11T11:10:40.308+0100"",""stateCount"":1,""state"":""DECLINED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,1740,,,Mettre en place un Wallet pour que les partenaires gèrent leurs gains et fassent des retraits.,RIADH REZIG,557058:8923b8db-d348-4312-899b-d627ba94cfed
Story,AWA-11600,55004,Afficher l’évolution des bonus reçus (globalement et par type),Wael Dghaies,6149e14a72728e006f96a35e,Déployé,15/Oct/25 2:13 AM,équipe support et maintenance,,,,5,,,,,,,,57600,57600,,57600,57600,05/Jan/26 8:14 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-05T17:08:54.155+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,1560,,,Bonus Box,RIADH REZIG,557058:8923b8db-d348-4312-899b-d627ba94cfed
Support,AWA-11599,55003,[PROD] [TN] Import promo automatique,Ichraf Moula,557058:7e9bddf5-d3f4-4d98-8472-c5462d54b4a4,Déployé,14/Oct/25 4:07 PM,équipe support et maintenance,,,,10,,,,,,,,1800,1800,,1800,1800,15/Oct/25 8:15 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-14T16:44:26.302+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,30,,,Demandes support récurrentes,Habib Dhahak,602996a97b23f40068416aa1
Support,AWA-11598,55002,Recalcul campagne Septembre sur un serveur local ,Ichraf Moula,557058:7e9bddf5-d3f4-4d98-8472-c5462d54b4a4,Déployé,14/Oct/25 4:00 PM,équipe support et maintenance,,,,0,,,,,,,,9000,9000,,9000,9000,16/Oct/25 3:43 PM,,,"{branch={count=1, dataType=branch}, json={""cachedValue"":{""errors"":[],""summary"":{""branch"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-16T11:07:58.000+0100"",""dataType"":""branch""},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,255,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Improvement,AWA-11597,55001,Supprimer la validation du RIB lors de la demande de retrait si la condition “RIB validé” est activée,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,14/Oct/25 3:33 PM,équipe support et maintenance,,,,10,30,,,,,,,1800,1800,,1800,1800,21/Oct/25 11:06 AM,,,{},,,,30,,,Mettre en place un Wallet pour que les partenaires gèrent leurs gains et fassent des retraits.,Nourhen Landolsi,5a82bd98a08cc5310a6c8aac
Bug,AWA-11596,55000,"[Partenaire] - Problèmes d'UX et de validation dans le processus de ""Demande de retrait""",oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,14/Oct/25 3:28 PM,équipe support et maintenance,🟡 Medium,,,10m,30,,,,,,,5400,5400,,5400,5400,21/Oct/25 11:02 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-17T16:49:14.559+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,120,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Mettre en place un Wallet pour que les partenaires gèrent leurs gains et fassent des retraits.,wassila.boukthir,712020:2d762afc-af00-48db-b254-3d00de8a88fd
Bug,AWA-11594,54998,[Partenaire] Dashboard Wallet affiché à l’envers en langue arabe,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,14/Oct/25 3:17 PM,équipe support et maintenance,,,,5,,,,,,,,7200,7200,,7200,7200,22/Oct/25 2:10 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-16T09:45:12.238+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,315,,,Mettre en place un Wallet pour que les partenaires gèrent leurs gains et fassent des retraits.,Nourhen Landolsi,5a82bd98a08cc5310a6c8aac
